GEOID,COUNTYFP,VTD,total_reg,age_18_19,age_20_24,age_25_29,age_30_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85over,party_dem,party_rep,party_npp,party_rin,party_lib,party_grn,party_wkp,party_bar,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_10,eth2_30,eth2_23,eth2_14,eth2_34,eth2_21,eth2_32,eth2_12,eth2_85,eth2_29,eth2_35,eth2_55,eth2_66,eth2_33,eth2_61,eth2_99,eth2_38,eth2_26,eth2_19,eth2_59,eth2_18,eth2_unk,g20201103,pp20200602,p20200602,g20181106,p20180626,s20171219,s20171002,g20161108,pp20160426,p20160426,s20151208,g20141104,p20140624,s20130506,s20130305,g20121106,pp20120403,p20120403,g20101102,p20100914
2402706-007,027,06-007,1982,0,81,181,141,313,299,359,230,90,34,1194,358,406,9,4,1,2,0,8,0,767,138,733,115,74,155,767,730,137,36,48,39,20,5,13,0,3,2,15,1,0,1,0,2,3,0,2,0,0,1,155,1475,738,738,1036,367,0,0,1169,569,569,0,624,250,0,0,980,196,196,594,223
2402706-008,027,06-008,1483,0,78,131,151,230,219,220,130,110,40,1016,173,271,5,6,2,1,0,9,0,559,112,585,52,57,118,559,583,111,13,35,8,12,7,9,0,9,1,3,2,1,1,1,5,2,0,0,0,1,0,118,1087,626,626,830,328,0,0,922,517,517,0,533,246,0,0,784,190,190,500,197
2402706-009,027,06-009,1833,0,77,177,191,314,299,239,183,125,16,1244,187,365,6,7,2,1,1,20,0,562,211,772,69,75,144,562,771,207,23,42,18,19,12,6,4,2,4,1,2,1,4,2,1,1,0,0,0,3,0,144,1375,713,713,1057,381,0,0,1167,623,623,0,657,309,0,0,969,223,223,616,269
2402706-010,027,06-010,1686,0,67,92,120,290,250,258,241,179,37,1031,295,340,6,5,1,0,0,8,0,852,109,375,82,77,191,852,375,105,41,30,22,8,14,10,4,0,5,8,0,3,4,1,7,0,0,0,0,2,0,191,1412,826,826,1156,448,0,0,1201,750,750,0,844,395,0,0,1088,303,303,825,339
2402706-011,027,06-011,1606,0,71,111,129,274,272,264,236,106,17,997,235,356,4,6,2,1,1,4,0,745,110,339,142,79,191,745,338,105,35,53,69,16,6,13,2,6,3,7,2,1,5,1,2,1,1,2,0,0,1,191,1312,719,719,1023,387,0,0,1107,639,639,0,683,303,0,0,959,245,245,673,251
2402706-012,027,06-012,739,0,29,46,66,118,108,100,128,80,14,458,116,156,5,2,0,0,0,2,0,381,55,176,31,36,60,381,175,54,8,12,11,7,10,0,1,0,4,2,2,0,1,0,2,1,0,2,1,0,2,60,613,383,383,528,230,0,0,534,332,332,0,362,167,0,0,468,139,139,345,149
2402706-013,027,06-013,1455,0,59,113,109,241,237,242,210,104,33,841,281,308,4,9,1,0,0,11,0,853,109,230,66,74,123,853,230,107,23,36,8,19,10,8,2,5,0,3,2,3,2,3,2,0,4,0,0,3,3,123,1160,665,665,905,358,0,0,986,580,580,0,610,251,0,0,862,224,224,588,237
2402706-014,027,06-014,1615,0,48,100,110,261,273,228,219,162,40,1052,214,315,9,5,8,0,0,12,0,705,95,492,96,77,150,705,491,93,31,36,23,24,11,12,12,4,4,3,5,2,2,3,1,1,0,0,0,0,0,150,1312,744,744,1049,446,0,0,1107,694,694,0,742,365,0,0,1003,271,271,701,275
2402706-015,027,06-015,1758,0,93,147,141,265,313,310,156,59,31,1056,268,407,5,3,4,2,0,13,0,483,206,600,168,120,181,483,599,204,40,88,59,21,12,30,2,10,3,10,0,1,2,1,1,1,1,0,2,0,2,181,1331,614,614,901,253,0,0,1032,490,490,0,539,164,0,0,842,133,133,509,160
2402706-016,027,06-016,2388,0,103,175,193,448,346,369,326,128,45,1531,331,489,8,6,4,0,1,18,0,1043,138,809,138,117,143,1043,805,137,47,71,42,29,17,12,4,2,1,13,0,2,1,3,1,4,5,4,0,0,0,143,1817,917,917,1380,469,0,0,1502,832,832,0,871,370,0,0,1316,266,266,860,297
2402706-017,027,06-017,2264,0,120,157,200,385,355,284,249,193,69,1522,227,472,8,10,4,1,1,19,0,702,158,928,204,125,147,702,928,156,88,62,25,69,35,14,7,5,5,3,1,0,2,4,4,0,1,0,1,0,0,147,1602,841,841,1249,443,0,0,1368,687,687,0,709,308,0,0,1184,228,228,723,263
2402706-018,027,06-018,1549,0,65,119,132,339,228,244,229,45,11,926,293,319,3,3,2,0,0,3,0,994,75,196,71,52,161,994,195,75,21,21,15,15,10,11,2,4,1,2,0,1,0,5,2,1,0,3,0,4,2,161,1287,726,726,1027,430,0,0,1066,619,619,0,701,258,0,0,952,191,191,628,222
2402706-019,027,06-019,2339,0,117,214,257,446,377,334,204,85,20,1545,256,495,6,9,4,4,1,19,0,710,190,973,153,133,180,710,970,189,48,96,43,35,7,21,4,4,3,7,4,2,1,5,2,3,0,0,1,1,1,180,1745,793,793,1206,395,2,0,1366,632,632,0,717,260,0,0,1128,197,197,633,223
2402706-020,027,06-020,1912,0,68,172,224,337,278,299,230,77,10,1211,279,395,6,10,1,0,3,7,0,934,117,465,112,92,192,934,465,111,24,49,37,24,15,21,7,1,4,8,2,1,6,2,2,0,0,1,0,0,2,192,1526,765,765,1147,405,0,0,1228,666,666,0,738,241,0,0,1016,198,198,658,232
2402706-021,027,06-021,1288,0,43,109,112,196,172,182,123,137,62,796,163,301,5,4,2,0,0,17,0,354,83,512,200,51,88,354,509,81,72,28,24,91,7,3,1,9,2,4,2,3,2,3,0,3,1,0,1,0,0,88,927,417,417,615,199,0,0,726,321,321,0,377,160,0,0,613,104,104,359,110
2402706-022,027,06-022,1736,0,66,132,148,309,214,292,237,134,25,1102,240,376,2,4,3,1,0,8,0,835,120,399,118,78,186,835,399,117,33,47,36,23,11,22,2,2,1,4,2,1,3,5,1,0,0,0,0,0,0,186,1424,834,834,1110,418,0,0,1188,662,662,0,702,305,0,0,1008,273,273,681,260
2402706-023,027,06-023,819,1,40,46,44,90,131,162,179,51,10,450,181,174,3,2,1,0,0,8,0,576,33,34,28,15,133,576,34,33,12,9,7,2,1,2,1,4,0,0,0,0,0,1,3,0,0,0,0,0,0,133,701,404,404,595,243,0,0,609,377,377,0,435,182,0,0,552,154,154,428,169
2402706-024,027,06-024,2289,0,92,154,203,501,422,369,209,63,18,1342,376,542,7,8,3,0,0,11,0,965,220,605,210,100,189,965,603,219,37,64,109,26,13,23,1,8,3,10,1,0,1,3,1,2,0,1,1,1,3,189,1788,834,834,1221,342,0,0,1391,662,662,0,669,225,0,0,1163,162,162,640,186
2402706-025,027,06-025,894,0,46,76,52,114,141,189,148,47,9,417,241,219,3,3,2,0,0,9,0,584,50,30,95,36,99,584,30,50,41,21,35,4,5,8,3,2,2,5,0,0,0,0,0,0,0,0,0,0,1,99,743,424,424,609,192,0,0,641,354,354,0,415,108,0,0,539,111,111,387,114
2402706-026,027,06-026,2451,3,92,207,223,481,373,380,328,110,27,1539,342,537,8,4,6,4,0,11,0,1315,122,552,119,93,250,1315,547,121,46,40,28,29,25,11,9,3,3,7,4,1,1,4,0,5,0,1,0,0,0,250,1976,1090,1090,1575,624,0,0,1671,936,936,0,1043,404,0,0,1429,299,299,955,339
2402706-027,027,06-027,2165,0,120,161,184,433,428,351,141,50,11,1284,312,526,8,14,5,1,0,15,0,734,127,712,227,138,227,734,710,123,43,92,109,48,9,18,10,1,7,10,2,0,4,3,0,2,0,1,0,1,6,227,1724,792,792,1194,387,0,0,1299,630,630,0,689,240,0,0,1064,172,172,607,181
2402706-028,027,06-028,2932,0,148,232,158,408,435,640,438,151,58,1408,790,703,8,7,0,1,0,15,0,1706,96,220,474,150,286,1706,220,95,142,75,162,114,29,46,14,3,5,12,4,2,1,3,1,0,0,0,4,5,2,286,2405,1138,1138,1808,510,2,0,1955,995,995,0,1216,356,0,0,1721,347,347,1153,390
2402706-029,027,06-029,4025,0,158,288,311,594,625,699,564,299,86,2397,615,950,13,14,6,2,1,27,0,1791,195,886,517,214,422,1791,884,188,139,118,193,113,29,41,18,16,11,13,6,2,7,4,5,2,1,1,4,0,5,422,3303,1734,1734,2530,878,0,0,2721,1499,1499,0,1628,656,0,0,2316,511,511,1574,551
2402706-030,027,06-030,1437,0,68,127,129,261,259,235,111,38,13,899,203,316,1,2,3,0,0,13,0,432,146,544,136,82,97,432,542,146,40,53,37,27,5,21,5,4,3,3,5,0,0,1,4,2,0,0,1,0,2,97,1029,497,497,714,216,0,0,816,382,382,0,398,139,0,0,640,107,107,351,111
2402706-031,027,06-031,1480,0,50,125,145,282,232,213,169,99,16,990,175,292,5,3,2,2,0,11,0,500,134,615,60,68,103,500,615,134,23,30,9,16,14,5,3,5,2,6,3,5,0,1,1,0,2,0,1,0,0,103,1148,604,604,888,311,0,0,941,507,507,0,548,228,0,0,830,193,193,540,204
2402706-032,027,06-032,1780,0,95,144,132,253,255,366,256,105,34,754,538,468,5,4,2,0,1,8,0,1211,87,59,199,69,155,1211,59,86,62,38,79,39,14,15,0,3,1,2,0,0,1,3,5,0,4,0,1,0,0,155,1448,701,701,1090,303,0,0,1219,652,652,0,749,234,0,0,1084,217,217,714,250
2402706-033,027,06-033,1929,0,73,159,177,348,288,349,204,86,28,1085,364,441,4,16,1,0,1,17,0,924,154,538,85,59,169,924,537,154,24,45,16,20,5,17,1,4,2,1,0,1,0,0,2,1,2,0,2,0,1,169,1490,709,709,1102,380,0,0,1214,626,626,0,708,248,0,0,1054,230,230,695,242
2402706-034,027,06-034,1884,1,82,199,200,344,264,261,170,48,19,1195,246,412,2,10,2,3,0,14,0,460,225,858,158,80,103,460,850,223,33,55,54,22,4,38,2,3,4,11,1,0,2,2,0,8,0,1,1,0,4,103,1318,557,557,861,217,0,0,1018,420,420,0,460,151,0,0,797,109,109,426,121
2402706-035,027,06-035,4032,2,194,254,259,782,855,646,327,135,32,2374,603,994,14,13,3,0,1,30,0,1463,196,958,774,245,396,1463,951,192,193,153,354,160,16,39,13,11,18,25,2,5,4,3,1,7,5,2,6,1,1,396,3256,1539,1539,2316,695,0,0,2440,1166,1166,0,1345,426,0,0,1971,331,331,1199,369
2402901-001,029,01-001,1042,1,34,72,64,156,160,195,181,78,28,384,458,181,3,4,1,2,0,9,0,805,38,116,10,19,54,805,116,38,2,4,6,0,4,0,0,0,0,2,0,6,0,0,3,0,0,0,0,0,0,54,803,295,295,595,191,0,0,675,331,331,0,473,158,0,0,574,170,170,441,213
2402901-002,029,01-002,1495,0,46,91,110,138,192,287,282,161,64,504,649,314,7,8,3,2,0,8,0,1277,25,57,6,4,126,1277,57,25,4,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,126,1198,474,474,869,287,0,0,982,488,488,0,657,233,1,0,848,225,225,646,309
2402902-001,029,02-001,1274,0,48,48,84,174,171,231,252,138,35,441,582,238,2,4,0,0,0,7,0,1014,15,137,13,11,84,1014,137,15,4,2,4,1,6,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,84,1026,436,436,828,306,0,0,853,444,444,0,646,230,0,0,744,204,204,587,307
2402903-001,029,03-001,1482,0,61,92,102,182,201,291,262,137,49,618,560,291,5,4,1,0,0,3,0,1053,24,303,5,7,90,1053,303,24,1,2,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1170,488,488,887,384,0,0,1023,507,507,0,736,270,0,0,884,256,256,706,353
2402903-002,029,03-002,542,0,14,22,34,60,59,108,121,60,23,267,179,85,2,5,0,0,0,4,0,387,6,100,0,9,40,387,100,5,0,4,0,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,40,410,188,188,346,146,0,0,375,195,195,0,256,120,0,0,319,86,86,257,119
2402904-001,029,04-001,2063,0,49,77,102,205,176,282,377,379,251,1118,573,346,7,6,6,0,1,6,0,1575,41,247,28,23,149,1575,246,41,15,8,3,7,7,3,0,0,3,0,2,2,0,0,0,1,0,0,0,1,0,149,1648,926,926,1327,719,0,0,1417,887,887,0,1084,600,0,0,1260,503,503,1009,583
2402904-002,029,04-002,1483,0,54,86,95,219,170,240,258,157,60,813,410,236,3,9,1,0,0,11,0,905,35,379,23,24,117,905,379,35,3,8,11,5,10,4,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,117,1143,544,544,849,376,0,0,915,502,502,0,614,255,0,0,806,205,205,591,278
2402905-001,029,05-001,1840,0,41,70,104,190,199,364,406,251,73,742,742,321,15,5,2,3,1,9,0,1491,27,145,5,20,152,1491,145,26,0,3,2,1,8,0,1,1,0,0,0,0,1,0,2,0,2,1,0,2,0,152,1432,619,619,1081,476,0,0,1178,620,620,0,899,403,0,0,1025,291,291,833,447
2402906-001,029,06-001,1295,0,41,75,83,137,144,279,252,162,42,547,517,212,5,5,5,2,0,2,0,937,21,225,5,6,101,937,224,21,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,101,1012,449,449,772,332,0,0,844,451,451,0,639,265,0,0,748,232,232,605,299
2402907-001,029,07-001,993,0,23,47,43,67,101,184,243,183,44,510,331,141,4,1,2,1,0,3,0,748,21,146,11,9,58,748,146,21,4,0,1,3,1,0,0,0,0,0,0,2,0,1,0,0,5,3,0,0,0,58,850,467,467,716,347,0,0,737,437,437,0,584,261,0,0,658,241,241,551,301
2403101-001,031,01-001,2300,0,137,143,134,286,362,481,375,170,57,921,836,512,4,12,4,0,0,11,0,1607,172,80,89,136,216,1607,78,171,29,65,36,5,21,5,10,9,4,15,3,0,1,2,4,2,6,0,1,2,0,216,1796,788,788,1369,371,0,0,1560,720,720,0,938,284,0,0,1397,253,253,884,292
2403101-002,031,01-002,2514,0,165,204,155,259,345,586,374,188,57,1116,811,551,11,11,4,0,0,10,0,1559,200,124,182,132,317,1559,124,198,65,69,73,13,17,17,16,8,3,4,8,0,2,1,1,0,2,2,2,7,0,317,2024,973,973,1532,517,0,0,1704,812,812,0,973,314,0,0,1480,332,332,948,337
2403101-003,031,01-003,4004,3,205,315,292,625,658,717,525,201,51,2405,621,913,15,14,2,3,1,30,0,1595,755,737,274,184,459,1595,735,748,70,95,115,34,29,30,18,14,13,11,10,2,7,1,1,2,1,3,3,0,3,459,3006,1447,1447,2146,691,0,0,2410,1078,1078,0,1152,369,0,0,2063,413,413,1129,428
2403101-004,031,01-004,2045,0,122,177,198,335,302,416,230,57,16,1203,336,475,6,6,4,4,0,11,0,747,482,321,178,136,181,747,320,474,53,81,38,27,8,35,11,10,13,8,5,1,8,2,3,1,1,3,5,1,2,181,1535,666,666,1068,305,0,0,1239,550,550,0,570,182,0,0,1054,166,166,540,211
2403101-005,031,01-005,3031,1,197,270,170,301,425,696,484,185,61,1442,851,692,15,8,3,1,1,18,0,1511,259,189,430,281,361,1511,187,252,129,163,150,79,31,55,25,7,5,19,21,4,7,5,0,2,0,0,1,3,2,361,2394,1068,1068,1741,576,0,0,1953,923,923,0,1070,335,0,0,1676,318,318,1052,360
2403101-006,031,01-006,1861,1,136,169,113,253,300,357,270,81,22,954,421,449,10,8,2,3,0,14,0,884,243,235,224,124,151,884,234,243,71,69,84,7,10,37,14,15,5,12,4,0,0,7,0,1,0,4,0,3,1,151,1396,637,637,1016,332,0,0,1135,534,534,0,595,181,0,0,996,204,204,579,190
2403101-007,031,01-007,469,0,29,34,17,60,72,104,79,34,10,195,178,93,1,1,0,0,0,1,0,350,29,25,7,9,49,350,25,27,4,2,3,0,2,0,2,0,0,1,0,0,2,0,2,0,0,0,0,0,0,49,376,184,184,302,68,0,0,313,137,137,0,190,59,0,0,276,50,50,193,66
2403102-001,031,02-001,5189,0,365,437,345,735,964,990,503,223,65,2940,824,1343,14,14,10,2,0,42,0,1797,556,589,1272,428,547,1797,585,546,391,292,524,132,35,186,33,17,6,30,6,3,10,7,2,4,5,5,8,0,2,547,3733,1658,1658,2503,721,0,0,2933,1071,1071,0,1154,314,0,0,2329,300,300,1135,274
2403102-002,031,02-002,4188,2,233,270,312,678,799,809,430,120,31,2431,628,1075,9,16,4,1,0,24,0,1652,531,697,590,305,413,1652,694,524,216,177,188,80,32,74,30,14,14,15,14,6,7,7,2,3,2,4,1,3,5,413,3204,1490,1490,2248,736,0,0,2461,1091,1091,0,1101,389,0,0,2008,388,388,1062,366
2403102-003,031,02-003,3822,0,197,353,357,674,648,659,364,95,27,2380,456,914,12,10,12,3,0,35,0,1324,590,962,339,253,354,1324,959,588,132,151,77,60,32,50,24,9,8,11,9,1,2,6,3,3,0,2,3,1,3,354,2732,1226,1226,1772,537,0,0,2070,881,881,0,830,272,0,0,1700,267,267,830,240
2403102-004,031,02-004,4754,0,220,352,449,903,769,790,532,160,43,2875,654,1143,10,16,10,5,3,38,0,1892,691,1006,433,281,451,1892,1003,684,150,145,83,114,42,51,27,18,7,13,20,4,7,1,6,3,8,3,4,2,1,451,3469,1541,1541,2348,752,0,0,2628,1102,1102,0,1114,390,0,0,2180,372,372,1075,329
2403102-005,031,02-005,3483,0,152,258,351,566,475,607,487,203,53,2013,622,795,6,17,7,3,0,20,0,1721,538,498,175,154,397,1721,498,533,75,61,31,31,30,23,17,8,12,14,9,4,5,3,2,0,0,2,0,1,1,397,2624,1238,1238,1843,621,0,0,2131,982,982,0,1038,309,0,0,1814,346,346,1055,296
2403102-006,031,02-006,5454,4,270,255,331,1168,1188,789,476,215,54,2998,809,1579,11,14,6,2,1,34,0,2024,492,247,1558,431,702,2024,239,488,474,265,749,145,31,133,32,18,23,37,21,5,4,2,4,8,1,13,4,3,4,702,4310,1885,1885,2779,903,0,0,3153,1221,1221,0,1194,324,0,0,2394,313,313,1144,310
2403102-007,031,02-007,91,0,5,5,9,12,10,19,15,8,5,42,30,18,0,0,0,0,0,1,0,77,4,0,0,1,9,77,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,77,32,32,62,7,0,0,67,27,27,0,42,2,0,0,55,3,3,33,8
2403102-008,031,02-008,5405,0,263,336,480,1184,1028,742,429,163,48,2902,967,1464,13,23,4,3,2,27,0,2141,638,533,1033,330,730,2141,520,631,407,205,359,139,38,82,20,16,14,15,7,9,7,6,1,13,5,11,4,2,5,730,4208,1761,1761,2621,663,0,0,2927,1223,1223,0,1161,352,0,0,2261,328,328,1150,330
2403102-009,031,02-009,571,0,37,38,28,88,112,100,65,36,10,251,207,103,1,4,2,1,0,2,0,354,79,7,40,18,73,354,7,79,10,8,15,4,2,7,4,1,1,0,2,0,0,1,0,0,0,0,1,0,0,73,448,228,228,335,109,0,0,356,186,186,0,204,65,0,0,335,59,59,198,71
2403102-010,031,02-010,1860,0,113,117,112,392,428,271,124,47,15,1045,287,498,6,7,3,0,0,14,0,641,211,274,413,122,199,641,272,209,161,69,106,73,11,51,11,8,7,17,0,1,2,2,0,2,1,5,5,0,2,199,1459,640,640,919,283,0,0,1034,395,395,0,382,97,0,0,815,85,85,367,111
2403102-011,031,02-011,4310,0,269,271,219,799,1136,672,267,105,34,2359,738,1163,15,16,2,0,0,17,0,1426,428,440,1251,291,474,1426,435,422,462,185,521,122,27,101,22,16,16,23,8,0,6,2,2,5,0,12,5,0,3,474,3342,1486,1486,2193,719,0,0,2513,1044,1044,0,1021,254,0,0,1938,226,226,916,265
2403103-001,031,03-001,3013,0,171,185,155,443,590,595,413,131,37,1280,916,759,12,18,6,0,2,20,0,2102,194,121,135,110,351,2102,121,190,46,31,47,22,29,5,7,11,8,8,2,6,4,3,11,0,0,0,1,0,1,351,2411,1023,1023,1825,564,0,0,1968,875,875,0,1114,337,0,0,1648,337,337,1004,373
2403103-002,031,03-002,2432,0,154,165,141,338,394,558,322,126,40,996,810,585,12,7,2,4,1,15,0,1760,143,61,118,82,268,1760,60,136,51,21,23,14,30,18,7,4,2,1,5,3,7,4,5,1,0,4,1,3,1,268,1983,922,922,1553,482,0,0,1654,808,808,0,1019,288,0,0,1431,280,280,939,315
2403104-001,031,04-001,3820,0,152,304,410,631,573,625,392,183,96,2340,503,898,15,17,11,1,1,34,0,1611,747,537,347,180,398,1611,534,740,194,77,39,29,27,41,9,13,28,4,10,4,7,5,4,3,3,3,4,2,6,398,2696,1259,1259,1843,670,0,0,2104,1010,1010,0,967,404,0,0,1697,272,272,939,358
2403104-002,031,04-002,3428,0,136,173,245,467,604,583,465,313,138,2032,501,852,14,10,2,3,1,13,0,1786,234,120,535,259,494,1786,118,233,318,101,87,72,85,30,32,15,4,9,10,2,1,6,3,2,1,2,3,1,1,494,2671,1380,1380,1957,842,0,0,2162,1168,1168,0,1193,517,0,0,1833,356,356,1170,466
2403104-003,031,04-003,5460,0,202,407,453,767,788,821,633,394,280,3393,743,1233,19,22,14,2,2,32,0,2935,417,392,570,325,821,2935,389,413,316,138,110,64,94,36,35,18,4,8,9,7,4,2,10,3,5,5,4,3,3,821,4238,2228,2228,3030,1240,0,0,3234,1742,1742,0,1736,857,0,0,2714,567,567,1755,722
2403104-004,031,04-004,2161,0,47,172,243,388,301,292,262,126,54,1357,263,513,7,8,2,0,0,11,0,1198,187,109,176,149,342,1198,108,184,77,52,44,25,36,12,15,11,5,6,12,7,3,6,3,1,1,0,1,1,0,342,1723,861,861,1197,463,0,0,1236,614,614,0,601,290,0,0,960,199,199,564,244
2403104-005,031,04-005,2797,0,134,193,193,399,426,464,331,205,104,1644,422,703,6,5,3,1,1,12,0,1241,363,137,429,302,325,1241,136,360,256,116,58,41,80,34,31,16,6,18,22,1,3,11,6,1,1,6,10,0,3,325,2039,959,959,1456,564,0,0,1589,757,757,0,800,368,0,0,1299,250,250,762,307
2403104-006,031,04-006,2412,1,112,191,224,407,335,464,298,103,52,1404,442,520,9,10,6,1,1,19,0,1258,543,61,155,127,268,1258,59,538,80,59,29,9,22,17,11,5,8,11,4,1,5,2,1,2,3,0,2,2,10,268,1835,879,879,1323,436,0,0,1454,705,705,0,720,270,0,0,1170,189,189,670,240
2403104-007,031,04-007,2526,0,112,196,214,384,369,444,338,134,70,1497,380,621,5,2,7,0,1,13,0,1211,562,115,233,131,274,1211,114,558,118,51,32,29,36,17,7,7,8,7,3,9,4,1,2,1,3,2,11,2,11,274,1881,911,911,1350,475,0,0,1509,770,770,0,750,297,0,0,1233,227,227,766,297
2403104-008,031,04-008,4478,0,152,274,357,763,624,728,617,370,135,2848,557,994,26,14,8,0,1,30,0,2514,333,183,447,335,666,2514,183,330,222,123,79,74,70,29,51,29,14,11,23,7,3,6,8,0,5,1,4,4,2,666,3588,1886,1886,2687,1158,0,0,2900,1646,1646,0,1546,711,0,0,2372,487,487,1526,674
2403104-009,031,04-009,1606,0,69,105,127,251,244,271,221,102,38,987,224,365,8,6,8,0,1,7,0,784,276,59,183,83,221,784,59,270,77,36,40,14,15,32,9,6,14,1,0,4,6,0,0,0,1,4,2,0,5,221,1261,633,633,956,390,0,0,1001,540,540,0,534,218,0,0,804,138,138,507,195
2403104-010,031,04-010,2677,0,81,167,259,473,400,401,437,158,59,1568,439,626,17,12,2,1,0,12,0,1499,180,60,222,238,478,1499,59,172,97,108,65,25,48,12,33,16,4,8,7,8,8,9,6,1,2,0,2,1,0,478,2126,1022,1022,1589,560,0,0,1692,881,881,0,883,301,0,0,1402,238,238,840,285
2403104-011,031,04-011,820,0,18,44,49,76,87,127,146,155,58,469,165,178,4,2,0,0,0,2,0,404,39,36,90,52,199,404,36,37,41,26,13,21,10,7,6,1,0,1,6,0,2,2,1,0,0,2,0,0,3,199,622,326,326,481,182,0,0,519,283,283,0,287,119,0,0,491,97,97,327,102
2403104-012,031,04-012,3621,0,210,209,214,434,628,636,493,308,147,2057,602,921,8,8,7,0,0,18,0,1615,210,54,801,325,616,1615,51,206,511,156,147,91,64,20,49,13,1,19,11,3,4,7,8,3,2,3,5,0,2,616,2837,1547,1547,2131,950,0,0,2262,1301,1301,0,1306,542,0,0,1910,538,538,1311,507
2403104-013,031,04-013,2211,1,139,163,77,284,352,428,340,160,94,1349,369,461,9,10,4,2,1,6,0,1312,86,8,143,146,516,1312,8,83,70,47,42,14,54,12,14,5,2,5,8,3,3,0,4,0,3,0,0,3,0,516,1836,1101,1101,1536,697,0,0,1582,995,995,0,1035,475,0,0,1361,315,315,982,447
2403104-014,031,04-014,3787,0,202,267,218,585,738,604,417,217,76,2289,486,969,9,11,7,0,1,15,0,1737,328,364,596,234,528,1737,360,323,327,84,140,50,54,39,27,16,15,3,21,16,5,7,3,4,1,1,2,0,8,528,2925,1468,1468,2017,784,0,0,2254,1137,1137,0,1117,462,0,0,1846,312,312,1142,447
2403104-015,031,04-015,1799,1,74,148,196,265,248,257,194,88,36,1091,205,478,2,6,4,1,0,12,0,673,455,101,182,150,238,673,98,448,85,47,30,36,42,19,10,8,6,9,16,3,7,8,4,3,2,0,1,2,2,238,1226,536,536,785,257,0,0,876,369,369,0,349,134,0,0,666,97,97,357,118
2403104-016,031,04-016,4322,1,183,270,248,511,739,649,524,490,259,2377,719,1159,24,9,7,0,1,26,0,1954,252,183,889,414,630,1954,177,250,561,137,143,113,165,40,48,15,6,11,13,12,2,11,3,6,5,1,6,1,6,630,3409,1777,1777,2480,893,0,0,2668,1361,1361,0,1366,507,0,0,2246,429,429,1382,528
2403104-017,031,04-017,2961,0,67,147,219,372,337,393,450,464,240,1902,382,649,10,3,2,0,0,13,0,1428,204,106,257,301,665,1428,104,200,109,100,64,39,95,19,54,17,7,4,11,8,4,6,4,2,3,2,2,0,0,665,2401,1273,1273,1780,782,0,0,1884,1047,1047,0,1050,504,0,0,1582,390,390,1058,468
2403104-018,031,04-018,3508,0,195,223,183,525,569,550,470,310,118,2100,579,789,10,9,5,2,1,13,0,1713,184,150,328,308,825,1713,143,182,140,117,72,63,81,30,45,20,8,12,10,9,2,8,7,7,5,1,0,0,0,825,2767,1403,1403,2046,834,0,0,2123,1184,1184,0,1213,533,0,0,1798,318,318,1166,461
2403104-019,031,04-019,2084,0,78,157,167,296,272,374,370,143,58,1103,350,599,9,4,1,0,1,17,0,863,224,53,429,241,274,863,53,222,237,102,72,47,80,49,18,10,5,6,16,4,2,2,1,0,2,3,2,2,7,274,1564,779,779,1180,438,0,0,1292,597,597,0,639,219,0,0,1090,205,205,666,214
2403104-020,031,04-020,4061,0,251,255,156,484,679,731,587,450,127,2246,743,1007,26,11,6,0,1,21,0,2118,166,34,645,288,810,2118,34,161,409,104,145,59,81,17,42,6,0,8,19,11,5,13,4,0,1,2,2,1,2,810,3313,1921,1921,2620,1096,0,0,2783,1510,1510,0,1560,603,0,0,2431,601,601,1653,615
2403104-021,031,04-021,2737,0,142,151,125,334,493,463,405,309,72,1646,415,648,7,9,3,0,0,9,0,1325,135,33,459,203,582,1325,33,134,253,79,111,56,48,21,33,13,8,6,11,4,1,5,5,0,1,1,1,0,0,582,2219,1316,1316,1818,763,0,0,1882,1131,1131,0,1144,561,0,0,1654,348,348,1189,487
2403104-023,031,04-023,285,0,23,18,14,18,49,65,42,23,4,126,69,85,1,2,0,0,0,2,0,106,3,9,88,37,42,106,9,3,34,24,47,6,7,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,42,223,95,95,149,53,0,0,174,83,83,0,88,21,0,0,157,24,24,94,20
2403104-024,031,04-024,2868,0,224,267,177,271,519,658,278,94,25,1534,427,877,11,2,5,0,0,12,0,866,107,141,1005,238,511,866,141,107,616,104,255,93,56,25,36,5,4,5,18,0,0,3,3,0,1,2,2,0,4,511,2191,1036,1036,1452,438,0,0,1593,718,718,0,688,215,0,0,1293,139,139,674,181
